recvTime,entityId,entityType,refDevice,location,status
2025-02-27 23:22:37+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:23:09+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:23:22+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:23:23+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:23:29+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:24:01+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:24:02+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:24:11+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:24:47+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:25:12+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:25:15+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:25:19+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:25:20+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:25:26+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:25:34+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:26:03+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:26:10+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:26:13+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:26:38+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:26:52+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:26:55+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:27:11+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:27:16+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:27:28+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:27:32+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:28:12+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:28:13+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:32:52+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:32:57+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:33:03+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:33:15+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:33:35+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:33:39+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:33:48+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:33:50+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:33:54+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:34:00+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:34:32+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:34:37+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:35:20+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:35:39+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:35:42+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:35:43+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:36:51+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:36:53+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:39:56+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:40:19+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:42:34+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:42:46+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:44:35+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:44:42+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:47:14+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:47:24+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:48:21+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:48:22+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:49:06+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:49:08+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:49:41+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:49:42+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:50:29+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:50:30+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:51:51+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:51:54+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:53:25+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:53:26+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:55:44+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:55:48+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:55:56+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:56:13+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:56:17+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:56:20+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:57:32+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:57:47+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:57:48+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:57:51+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:58:53+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:58:55+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:58:57+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:58:59+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:59:00+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:59:01+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 23:59:02+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",free
2025-02-27 23:59:11+00:00,urn:ngsi-ld:ParkingSpot:0009,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.64837596,40.632456477]}",occupied
2025-02-27 15:00:41+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:22:13+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:23:11+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:23:46+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:23:57+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:25:09+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:25:10+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:25:52+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:25:55+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:27:46+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:27:48+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:28:12+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:28:13+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:30:11+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:30:20+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:30:41+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:31:02+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:31:15+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:32:14+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:32:31+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:39:18+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:39:30+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:41:15+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:41:26+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:42:05+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:42:08+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:42:43+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:42:44+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:43:08+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:45:51+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:48:39+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:48:46+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:48:57+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:48:58+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:49:59+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 17:55:11+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:55:22+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 17:56:16+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:02:26+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:02:28+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 18:04:28+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:04:35+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 18:05:14+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:05:18+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 18:06:50+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:07:04+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
2025-02-27 18:10:22+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",free
2025-02-27 18:10:23+00:00,urn:ngsi-ld:ParkingSpot:0010,ParkingSpot,urn:ngsi-ld:SlpCamera:033-1,"{""type"":""Point"",""coordinates"":[-8.648370596,40.632432559]}",occupied
